#  1: Update
#  2: nop-A
#  3: nop-B
#  4: nop-C
#  5: if-n-equ
#  6: if-less
#  7: if-label
#  8: mov-head
#  9: jmp-head
# 10: get-head
# 11: set-flow
# 12: shift-r
# 13: shift-l
# 14: inc
# 15: dec
# 16: push
# 17: pop
# 18: swap-stk
# 19: swap
# 20: add
# 21: sub
# 22: nand
# 23: h-copy
# 24: h-alloc
# 25: h-divide
# 26: IO
# 27: h-search

0 203 1 47 0 0 1 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 1 41 2 
100 38153 248 17076 1 217 248 738 0 2 2 1 1 1 3 0 0 11 1 5 0 0 248 509 250 15024 754 
200 651100 3660 203002 57 2239 3719 9585 33 50 86 81 63 65 53 35 33 146 73 45 45 43 3730 6475 3761 175386 10059 
300 614262 3762 218993 120 2337 3891 9534 42 137 115 114 127 62 149 76 92 155 153 103 66 136 3932 6358 3853 190730 10102 
400 597125 3727 227989 197 2560 3942 9918 39 146 147 215 146 87 142 125 119 124 194 171 134 203 3965 6539 3954 199422 10255 
500 602429 3755 223908 298 2554 3882 9992 72 151 213 165 170 153 178 207 133 229 212 159 103 331 3918 6781 3804 195532 10445 
600 601243 3832 223608 371 2258 3931 10078 84 154 217 210 240 229 227 193 213 242 247 159 174 457 4161 6864 3854 195654 10494 
700 612500 3864 216363 266 1712 4001 9846 44 187 183 243 208 269 181 195 183 248 240 107 197 408 4943 6675 3891 189893 10271 
800 592630 3880 225548 207 815 3976 10038 42 126 97 230 82 292 100 167 111 119 207 110 306 219 6827 6972 3993 201429 10462 
900 586631 3948 228734 92 204 3996 10124 30 126 74 165 66 520 78 112 110 72 118 83 379 96 8029 7222 4025 206681 10488 
1000 594893 3976 224602 73 126 3996 10027 27 91 86 143 74 653 130 82 147 77 138 100 415 67 8287 7222 4002 203045 10570 
