#  1: Update
#  2: nop-A
#  3: nop-B
#  4: nop-C
#  5: if-n-equ
#  6: if-less
#  7: if-label
#  8: mov-head
#  9: jmp-head
# 10: get-head
# 11: set-flow
# 12: shift-r
# 13: shift-l
# 14: inc
# 15: dec
# 16: push
# 17: pop
# 18: swap-stk
# 19: swap
# 20: add
# 21: sub
# 22: nand
# 23: h-copy
# 24: h-alloc
# 25: h-divide
# 26: IO
# 27: h-search

0 203 1 47 0 0 1 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 1 41 2 
100 34350 225 16134 2 0 229 674 1 1 4 6 2 64 0 0 2 4 0 0 0 2 228 449 228 14399 676 
200 639532 3659 209712 53 58 3791 9732 15 59 132 114 123 1118 46 59 66 114 25 83 57 86 3801 6690 3741 183192 10332 
300 612552 3668 222855 125 160 3873 9677 16 64 126 185 356 1177 93 81 131 158 72 124 144 119 3937 6431 3899 195879 10106 
400 595058 3689 229262 184 195 3878 9984 18 83 179 242 329 1341 117 104 151 217 82 140 211 179 4192 6603 3889 201681 10372 
500 604658 3771 225517 210 235 3963 9819 30 76 135 228 281 2097 117 110 147 166 98 206 230 175 5248 6548 3934 196880 10234 
600 600809 3922 229397 125 147 4034 9979 14 94 163 213 200 3291 136 77 122 187 97 261 153 125 6983 6556 4040 198473 10434 
700 601597 3933 230775 100 42 4004 9978 21 65 129 139 177 4096 120 81 110 145 80 200 154 78 8118 6429 4038 198519 10308 
800 597710 3973 232663 43 73 4063 10094 15 59 141 120 169 4373 72 73 67 139 119 259 232 97 8533 6508 4069 199974 10503 
900 599812 4065 231829 62 28 4115 10063 22 136 160 134 167 4516 80 67 102 160 106 326 183 116 8653 6669 4183 199106 10616 
1000 598341 4058 230390 156 37 4202 10077 12 119 165 173 191 4565 132 96 128 162 90 410 252 99 8602 6524 4217 197755 10536 
