#  1: Update
#  2: nop-A
#  3: nop-B
#  4: nop-C
#  5: if-n-equ
#  6: if-less
#  7: if-label
#  8: mov-head
#  9: jmp-head
# 10: get-head
# 11: set-flow
# 12: shift-r
# 13: shift-l
# 14: inc
# 15: dec
# 16: push
# 17: pop
# 18: swap-stk
# 19: swap
# 20: add
# 21: sub
# 22: nand
# 23: h-copy
# 24: h-alloc
# 25: h-divide
# 26: IO
# 27: h-search

0 203 1 47 0 0 1 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 1 41 2 
100 28293 194 14213 1 1 192 575 0 0 3 4 1 2 0 16 0 0 3 0 0 1 194 383 192 12764 575 
200 653847 3722 202931 50 75 3700 9673 13 49 74 111 36 69 41 398 44 43 59 66 76 58 3725 6541 3659 177012 10124 
300 619562 3777 216170 108 104 3895 9406 14 104 183 209 67 72 83 412 83 111 80 187 154 125 3946 6170 3829 190052 9986 
400 594016 3805 228720 133 189 3946 9796 21 213 216 196 123 68 150 600 123 168 130 217 223 201 4048 6786 3897 202286 10427 
500 601037 3891 225800 218 200 3974 9905 12 234 223 277 148 90 155 613 247 183 140 183 301 261 4463 6880 3865 199524 10545 
600 595762 3938 228599 247 175 4016 9806 12 196 150 205 206 83 118 443 212 171 230 110 401 300 5800 6581 3874 201873 10361 
700 601868 3908 227371 321 72 4015 9952 22 104 76 79 129 59 76 169 82 128 325 66 640 284 7324 6354 3937 199932 10289 
800 594763 3949 231840 376 60 4094 10061 18 69 40 33 121 74 77 58 47 92 382 48 1006 340 7879 6344 4044 203650 10360 
900 599602 3969 230864 359 45 4082 10059 15 77 66 23 183 94 58 60 51 93 381 65 1110 373 8076 6394 4061 202387 10335 
1000 598451 3955 231283 313 82 4107 10138 8 59 76 32 171 132 79 115 115 55 292 80 1175 338 8184 6421 4032 202530 10417 
